productID,model,color,gpu,cpu,ram,harddisk,OS,special_features,price
961,ASUS UX390UA-DH51-GR 12.5 INCHES,,"INTEGRATED, INTEL HD GRAPHICS",CORE I5,8 GB ,256 GB,WINDOWS 10,FINGERPRINT SENSOR,999.00
962,DELL LATITUDE 15.6 INCHES,,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I5 / 2.4 GHZ,8 GB,1 TB,WINDOWS 11 PRO,,885.99
963,Dell Latitude 5340 Laptop 13.3 Inches,Black,Integrated,Core i5, 16 GB,256 GB,Windows 11 Pro,Wifi & Bluetooth,991.99
964,LENOVO LENOVO IDEAPAD 10 INCHES,,"INTEGRATED, INTEL UHD GRAPHICS",8032, 8 GB,,WINDOWS 10 HOME,,495.00
965,DELL INSPIRON 5410 LAPTOP 14 INCHES,"GREY, PLATINUM SILVER",INTEGRATED,CORE I7,4 GB,128 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,960.99
966,Dell Alienware m16 Laptop 16 Inches,Black,Nvidia GeForce RTX 4070,Core i9, 16 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,2528.90
967,MSI CYBORG1512043SKU 15.6 Inches,Black,"Dedicated, NVIDIA GeForce RTX 4060",Core i7-12650H, 16 GB,1 TB,Windows 11 Home,,2199.00
968,LG LG GRAM 17 INCHES,BLACK,INTEGRATED,CORE I7, 16 GB,2 TB,WINDOWS 10,ALEXA,1782.96
969,Dell Dell XPS 15.6 Inches,Silver,"Integrated, Dedicated",Core i7, 16 GB,512 GB,Windows 10 Home,Anti Glare,1036.82
970,Lenovo ThinkPad E16 Gen 1 16 Inches,Graphite Black,Integrated,Core i7 Family,16 GB ,1 TB,Windows 11 Home,"Fingerprint Reader, TrackPoint, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",1309.00
971,DELL LATITUDE 9000 14 INCHES,TITAN GRAY,"IRIS XE GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I7,16 GB ,512 GB,WINDOWS 10 PRO,,1029.99
972,ACER AN16-41-R1WE 16 INCHES,BLACK,DEDICATED,AMD RYZEN 7, 16 GB,512 GB,WINDOWS 11 HOME,"BACKLIT KEYBOARD, MEMORY CARD SLOT",1241.46
973,Dell Inspiron 5425 Laptop 14 Inches,"Gray, Grey, Platinum Silver","Integrated, AMD Integrated Graphics",AMD Ryzen 7,16 GB,512 GB,Windows 11 Home,,800.19
974,DELL PRECISION 3581 LAPTOP 15.6 INCHES,SILVER,NVIDIA RTX 2000 ADA,CORE I7,64 GB,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,2302.48
975,ACER A3SP14-31PT-37NV 14 INCHES,SILVER,INTEGRATED,CORE I3,8 GB,128 GB,WINDOWS 11 S,PEN,426.64
976,Alienware Alienware m 17 17 Inches,Silver,"Dedicated, NVIDIA GeForce RTX 2070",Core i7 Family, 16 GB,512 GB,Windows 10 Home,,1699.95
977,DELL PRECISION 7770 17 INCHES,,"DEDICATED, NVIDIA GEFORCE RTX A4500",INTEL CORE I7,64 GB,2 TB,WINDOWS 11 PRO,ANTI-GLARE,3378.36
978,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,64 GB,512 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,764.40
979,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,16 GB ,8000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,2956.99
980,Dell Latitude 7320 Detachable 2-in-1 13 Inches,Black,Integrated,Core i7, 16 GB,512 GB,Windows 11 Home,Wifi & Bluetooth,1031.79
981,HP HP OMEN 17.3 INCHES,SHADOW BLACK,DEDICATED,CORE I7 FAMILY,64 GB,2 TB,WINDOWS 10 PRO,"HIGH DEFINITION AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING",2719.00
982,Dell Precision 7770 Laptop 17.3 Inches,Silver,"Dedicated, NVIDIA RTX A3000",Core i7, 32 GB,1000 GB,Windows 11 Pro,,1688.99
983,Dell Latitude 3420 Laptop 14 Inches,Black,Integrated,Core i7,8 GB ,2000 GB,Windows 11 Home,Wifi & Bluetooth,880.99
984,SAMSUNG Chromebook 4 11.6 Inches,Silver,"Integrated, Intel UHD Graphics 600",Celeron N3450, 4 GB,64 GB,Chrome OS,,249.49
985,Apple MacBook Pro 13 Inches,,Integrated,Apple M1 / 3 GHz, 16 GB,512 GB,macOS 12 Monterey,,1657.99
986,Dell Latitude 3520 Laptop 15.6 Inches,Black,Integrated,Core i5, 8 GB,1000 GB,Windows 10 Home,Wifi & Bluetooth,936.93
987,Lenovo 81F5018EUS 15.6 Inches,Blue,Integrated,Core i3,4 GB,128 GB,Windows 10,HD Audio,247.49
988,DELL ALIENWARE X15 R2 LAPTOP 15.6 INCHES,LUNAR LIGHT,"DEDICATED, NVIDIA GEFORCE RTX 3060",CORE I7, 16 GB,512 GB,WINDOWS 11 PRO,,1578.21
989,Lenovo IdeaPad 3 Lenovo 15.6 Inches,Abyss Blue,Integrated,Core i5 Family,16 GB,512 GB,Windows 11 Pro,"Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",659.99
990,Lenovo Yoga 6 13.3 Inches,Dark Teal,Integrated,Ryzen 5, 8 GB,256 GB,Windows 11 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Memory Card Slot",649.49
991,Dell Latitude 15.6 Inches,,"Integrated, Intel Iris Xe Graphics",Core i7,8 GB ,512 GB,Windows 11 Pro,Anti-glare,1703.99
992,LG 16Z90P-K.AAB7U1 16 INCHES,BLACK,INTEGRATED,CORE I7 FAMILY, 16 GB,256 GB,WINDOWS 11 HOME,ALEXA,999.00
993,LENOVO E15 15.6 INCHES,BLACK,"INTEGRATED, AMD RADEON R5",CORE I5 / 2.4 GHZ, 8 GB,,WINDOWS 10 PRO,,290.98
994,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i7,64 GB,512 GB,Windows 10 Pro,Wifi & Bluetooth,1751.99
995,DELL INSPIRON 5630 LAPTOP 16 INCHES,"GRAY, PLATINUM SILVER",NVIDIA GEFORCE RTX 2050,CORE I7, 16 GB,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1207.99
996,LENOVO THINKPAD L15 GEN 3 15.6 INCHES,,"UHD GRAPHICS, INTEL UHD GRAPHICS",CORE I5, 8 GB,256 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,1059.00
997,ASUS Vivobook 16X 16 Inches,Indie Black,"Integrated, Dedicated",Core i9, 32 GB,1 TB,Windows 11 Home,"Fingerprint Reader, HD Audio, Spill resistant, High Definition Audio, Anti Glare Coating",1699.99
998,Dell Latitude 5320 2-in-1 13.3 Inches,Black,Integrated,Core i5, 8 GB,1000 GB,Windows 10 Pro,Wifi & Bluetooth,756.99
999,Dell Inspiron 15.6 Inches,Mist Blue,Integrated,AMD Ryzen 5 5500U,16 GB,1 TB,Windows 10 Home,"Backlit Keyboard,Fingerprint Reader",1199.00
1000,Apple MacBook Air M2 13.6 Inches,,Integrated,Apple M1 / 3.49 GHz,16 GB,512 GB,macOS 12 Monterey,,1588.42
1001,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,16 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,660.99
1002,HP HP 15.6 Inches,Dark Ash,Integrated,Intel Core i7,16 GB ,512 GB,Windows 10 Home,"Backlit Keyboard,Fingerprint Reader",1999.00
1003,Dell Dell XPS 15.6 Inches,,"Dedicated, NVIDIA",Intel Core M-5Y10 Processor, 32 GB,1 TB,Windows 10,Fingerprint,1799.95
1004,Dell Precision 3000 15.6 Inches,Titan Gray,RTX T600,Core i5,16 GB,256 GB,Windows 10 Pro,Anti-glare Screen,1094.13
1005,DELL XPS 9530 LAPTOP 15.6 INCHES,PLATINUM SILVER,NVIDIA GEFORCE RTX 4070,CORE I9,64 GB,4000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,3447.23
1006,Dell Vostro 15 5000 5510 15.6 Inches,,"Integrated, Intel Iris Xe Graphics",Intel Core i7,16 GB ,512 GB,Windows 10 Pro,"Anti-glare,Backlit Kb,Fingerprint Reader",1499.00
1007,Panasonic CF-53 MK4 14 Inches,Silver/Black,Integrated,Core i5 4310M,16 GB ,1 TB,Windows 10 Pro,Spill-resistant,658.94
1008,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5, 64 GB,1000 GB,Windows 10 Home,Wifi & Bluetooth,810.28
1009,ASUS ASUS ProArt StudioBook 16 16 Inches,,RTX 3080 Ti,Core i7 / 4.7 GHz, 32 GB,1 TB,Windows 11 Home,,2699.00
1010,Dell XPS 17 9700 17 Inches,Silver,"NVIDIA RTX 2060, NVIDIA GeForce RTX 2060",Core i9, 32 GB,1 TB,Windows 10 Home,,4999.00
1011,ASUS ASUS VIVOBOOK S 15 15.6 INCHES,INDIE BLACK,AMD RADEON,RYZEN 7, 8 GB,512 GB,WINDOWS 11 HOME,FINGERPRINT READER,848.88
1012,DELL LATITUDE 3520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,32 GB ,1000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,992.10
1013,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,16 GB,2000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,714.99
1014,DELL F2WJ0 14 INCHES,,INTEGRATED,INTEL CORE I5 / 1.7 GHZ,16 GB,256 GB,WINDOWS 10 PRO,,1557.79
1015,Dell Latitude 5530 Laptop 15.6 Inches,Black,"Integrated, Intel Integrated Graphics",Core i7,32 GB,2000 GB,Windows 11 Pro,,2498.23
1016,DELL LATITUDE 5580 15.6 INCHES,BLACK,"INTEGRATED, INTEGRATED GRAPHICS",CORE I7,8 GB,256 GB,WINDOWS 10 PRO 64 BIT-MULTI-LANGUAGE SUPPORT ENGLISH/FRENCH/SPANISH.,,368.98
1017,Microsoft Surface Laptop 13.5 Inches,Black,Integrated,Core i5, 16 GB,512 GB,Windows 11 Home,Dolby,1499.99
1018,MSI Stealth 17Studio A13VH-053US 17.3 Inches,,"RTX 4080, NVIDIA GeForce RTX 4080",Core i9, 32 GB,1 TB,Windows 11 Home,Anti Glare Coating,2793.89
1019,Lenovo ThinkPad L15 Gen 3 15.6 Inches,,"UHD Graphics, Intel UHD Graphics",Core i5,8 GB ,256 GB,Windows 11,Anti-glare Screen,1090.57
1020,DELL LATITUDE 7440 LAPTOP 14 INCHES,BLACK,INTEGRATED,CORE I7,16 GB ,256 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1455.99
1021,LENOVO THINKBOOK 13S G4 IAP 13.3 INCHES,,"INTEGRATED, INTEL",CORE I5 / 1.7 GHZ,8 GB ,256 GB,WINDOWS 11 PRO,,1049.00
1022,HP ELITEBOOK 865 G9 16 INCHES,,"RADEON 680M GRAPHICS, AMD RADEON 680M GRAPHICS",RYZEN 7, 16 GB,512 GB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,1427.99
1023,DELL LATITUDE 3520 LAPTOP 15.6 INCHES,,UNKNOWN,CORE I5,,2000 GB,WINDOWS 11 PRO,,989.85
1024,LENOVO 13.9 INCHES,GREY,"INTEGRATED, INTEL UHD GRAPHICS 620",1.8 GHZ,8 GB,256 GB,WINDOWS 10 HOME,,359.91
1025,ACER ASPIRE 15.6 INCHES,SLIVER,AMD RADEON VEGA 3,AMD R SERIES, 8 GB,256 GB,WINDOWS 10,BACKLIT KEYBOARD,449.00
1026,Dell Vostro 7620 Laptop 16 Inches,Black,Nvidia GeForce RTX 3050 Ti,Core i7, 24 GB,1000 GB,Windows 10 Home,Wifi & Bluetooth,1251.66
1027,DELL ALIENWARE X14 LAPTOP 14 INCHES,LUNAR LIGHT,"DEDICATED, NVIDIA GEFORCE RTX 3060",CORE I7,16 GB,1000 GB,WINDOWS 11 HOME,,2086.99
1028,ROKC 15.6 Inches,Gray,"Integrated, AMD",Athlon Silver 3050U / 2.3 GHz, 20 GB,640 GB,Windows 11,,389.99
1029,DELL LATITUDE 7430 LAPTOP 14 INCHES,ALUMINUM,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7, 32 GB,1000 GB,WINDOWS 11 PRO,,1773.99
1030,HP 14 INCHES,ROSE GOLD,INTEL HD GRAPHICS 600,CELERON N / 1.1 GHZ,8 GB ,64 GB,WINDOWS 11,ANTI GLARE COATING,299.00
1031,Dell Dell XPS 17 Inches,,"Dedicated, NVIDIA GeForce RTX 3060",Core I7 11800H / 2.3 GHz, 32 GB,1 TB,Windows 10,,2897.00
1032,Toughbook Panasonic Toughbook 13.1 Inches,Silver,Integrated,Core i5 7200U,16 GB ,256 GB,Windows 10 Pro,Backlit Keyboard,1550.99
1033,Dell 5401 14 Inches,Black,Integrated,Core i7 Family,16 GB,256 GB,Windows 10 Pro,Fingerprint Reader,1185.77
1034,DELL ALIENWARE M15 R7 LAPTOP 15.6 INCHES,DARK SIDE OF THE MOON,"INTEGRATED, NVIDIA GEFORCE RTX 3080",CORE I9, 16 GB,512 GB,WINDOWS 11 HOME,,2192.99
1035,DELL LATITUDE 7320 LAPTOP 13.3 INCHES,BLACK,INTEGRATED,CORE I7,16 GB ,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,834.99
1036,ALIENWARE ALIENWARE M15 R7 15.6 INCHES,BLACK,INTEGRATED,CORE I7 FAMILY, 16 GB,512 GB,WINDOWS 11 HOME,ANTI GLARE COATING,1599.00
1037,Dell Dell Precision 7760 Laptop 17 Inches,Silver,"Dedicated, NVIDIA RTX A3000 16GB GDDR6",Intel Core i7, 32 GB,1 TB,Windows 10 Pro,,1778.99
1038,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,16 GB,256 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,877.99
1039,Dell Latitude 7420 Laptop 14 Inches,,Integrated,Core i7,16 GB,512 GB,Windows 11 Home,,801.99
1040,HP 17-cn0003dx 17.3 Inches,Silver,"Integrated, Intel",Intel Core i3,32 GB ,1000 GB,Windows 11,,619.99
1041,Lenovo 14 Inches,,Integrated,Unknown,8 GB,256 GB,Windows 10 Pro,,699.99
1042,DELL PRECISION 7000 16 INCHES,,"RTX 3500 ADA, NVIDIA RTX 3500 ADA",CORE I9,64 GB ,1 TB,WINDOWS 11 PRO,ANTI-GLARE SCREEN,3999.99
1043,Dell 5310 14 Inches,Silver,Integrated,Intel Core i7,16 GB,512 GB,Windows 10 Pro,Anti-glare,425.00
1044,Dell Alienware x14 R2 Laptop 14 Inches,Silver,Nvidia GeForce RTX 4060,Core i7,32 GB ,4000 GB,Windows 11 Pro,Wifi & Bluetooth,2620.99
1045,Dell i5400-5760GRY-PUS 14 Inches,Grey,Integrated,Core i7 / 3.6 GHz, 12 GB,,Windows 10 Home,"Backlit Keyboard,Fingerprint Reader",899.00
1046,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i5, 8 GB,256 GB,Windows 11 Home,Wifi & Bluetooth,844.58
1047,HP HP CHROMEBOOK 16 INCHES,CHALKBOARD GRAY,DEDICATED,AMD A SERIES,4 GB ,32 GB,CHROME OS,BACKLIT KEYBOARD,94.98
1048,Dell Vostro 7620 Laptop 16 Inches,Black,Nvidia GeForce RTX 3050 Ti,Core i7,16 GB ,1000 GB,Windows 11 Pro,Wifi & Bluetooth,11261.24
1049,ASUS X555QA-CBA12A 15.6 Inches,,"Dedicated, AMD Radeon R7",A-Series / 2.7 GHz, 8 GB,128 GB,Windows 10,,399.99
1050,ASUS VIVOBOOK 15X 15.6 INCHES,INDIE BLACK,INTEGRATED,RYZEN 5 / 4.3 GHZ,8 GB,512 GB,WINDOWS 11 HOME,,619.99
1051,Lenovo ThinkPad X1 14 Inches,,"Integrated, Intel HD Graphics 620",Intel Core i7,16 GB ,512 GB,Windows 10 Pro (64-Bit),Speakers,1470.77
1052,Lenovo ThinkBook 14 G4 ABA 14 Inches,,"Radeon Graphics, AMD Radeon Graphics",Ryzen 7, 16 GB,512 GB,Windows 11,Anti-glare Screen,835.99
1053,ASUS Zenbook Pro 17 17.3 Inches,Black,Integrated,Ryzen 7,8 GB,512 GB,Windows 11 Home,"HD Audio, Fingerprint Reader, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",999.99
1054,Dell Vostro 7620 Laptop 16 Inches,Black,Nvidia GeForce RTX 3050 Ti,Core i7,40 GB,2000 GB,Windows 11 Home,Wifi & Bluetooth,1359.21
1055,Dell Alienware X15 R2 Laptop 15.6 Inches,Lunar Light,"Integrated, NVIDIA GeForce RTX 3080 Ti",Core i9, 32 GB,1000 GB,Windows 11 Pro,,3080.99
1056,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5, 64 GB,2000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,813.99
1057,Dell Latitude 5340 2-in-1 13.3 Inches,Black,Integrated,Core i7, 16 GB,256 GB,Windows 10 Home,Wifi & Bluetooth,1341.99
1058,Lenovo ThinkPad E15 15.6 Inches,,"Integrated, Intel Iris Xe Graphics",Core i7 / 1.7 GHz, 24 GB,1000 GB,Windows 11 Pro,,1094.99
1059,MSI Modern 14 B11MOU-1212 14 Inches,Gray,Integrated,Core i3, 8 GB,128 GB,Windows 11 Home,Information Not Available,535.88
1060,DELL LATITUDE 3450 14 INCHES,BLACK,"INTEGRATED, INTEGRATED GRAPHICS",CORE I5,16 GB ,256 GB,WINDOWS 10 PRO 64 BIT MULTI-LANGUAGE SUPPORT ENGLISH/FRENCH/SPANISH,,276.98
1061,DELL DELL XPS 13.3 INCHES,,INTEGRATED,8032, 16 GB,,WINDOWS 10 PRO,,1275.81
1062,ASUS Zenbook Pro 14 Duo 14.5 Inches,Tech Black,"Dedicated, NVIDIA GeForce RTX 4050",Intel Core i9,32 GB,1 TB,Windows 11 Home,,2299.99
1063,Dell Latitude 15.6 Inches,,"UHD Graphics, Intel UHD Graphics",Core i3,8 GB,256 GB,Windows 11 Pro,Anti-glare Screen,739.41
1064,DELL PRECISION 5760 LAPTOP 17 INCHES,SILVER,NVIDIA RTX A2000,CORE I7, 32 GB,512 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,2188.30
1065,Lenovo ThinkPad T470 14 Inches,Black,Integrated,Core i5 Family,8 GB,256 GB,Windows 10 Pro,Spill-resistant,295.97
1066,ASUS ASUS ZENBOOK 13.3 INCHES,BURGUNDY RED,"INTEGRATED, INTEL HD",CORE I7, 8 GB,256 GB,WINDOWS 10 PRO,,1143.73
1067,MSI 15.6 Inches,,Unknown,3.5 GHz, 32 GB,,,,1149.99
1068,DELL LATITUDE 15 5000 E5570 15.6 INCHES,BLACK,"INTEGRATED, DEDICATED",CORE I5, 4 GB,500 GB,WINDOWS 7 PROFESSIONAL,ANTI-GLARE,260.00
1069,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5, 32 GB,256 GB,Windows 10 Home,Wifi & Bluetooth,672.99
1070,DELL ALIENWARE M18 LAPTOP 18 INCHES,BLACK,NVIDIA GEFORCE RTX 4080,CORE I9, 64 GB,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,3002.99
1071,DELL INSPIRON 3501 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I3,8 GB,128 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,558.99
1072,DELL XPS 9510 LAPTOP 15.6 INCHES,PLATINUM SILVER,NVIDIA GEFORCE RTX 3050 TI,CORE I7,16 GB ,4000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,3042.79
1073,HP HP PAVILION 14 INCHES,GOLD,INTEGRATED,INTEL CORE I5-1135G7, 8 GB,256 GB,WINDOWS 11,FINGERPRINT READER,514.99
1074,Dell Inspiron 3515 15.6 Inches,,"Integrated, AMD Radeon Graphics",AMD R Series / 2.1 GHz,8 GB,256 GB,Windows 10 Pro,,976.99
1075,Dell Precision 15.6 Inches,Gray,Dedicated,Core i7 Family, 64 GB,2 TB,Windows 10 Pro,"Backlit Keyboard,Fingerprint Reader",1799.81
1076,DELL LATITUDE E6400 14.1 INCHES,SILVER,DEDICATED,CORE 2 DUO / 2.53 GHZ,,160 GB,WINDOWS 7 PROFESSIONAL,,89.99
1077,HP HP EliteBook 14 Inches,Silver,"Integrated, Intel Iris",1.2GHz Cortex A8 Processor,1 GB,,Windows 10,,1194.77
1078,DELL LATITUDE 15.6 INCHES,,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I5,32 GB,2 TB,WINDOWS 10 PRO,,1481.86
1079,Dell Precision 5760 Laptop 17 Inches,Silver,Nvidia RTX A3000,Intel Xeon,64 GB,2000 GB,Windows 11 Pro,Wifi & Bluetooth,4274.55
1080,ASUS VivoBook 16 16 Inches,Indie Black,Integrated,Ryzen 5, 8 GB,512 GB,Windows 11 Home,Fingerprint Sensor,561.00
1081,acer Predator Helios 300 15.6 Inches,Abyssal Black,Dedicated,Core i7 Family,24 GB,2 TB,Windows 11 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",1629.00
1082,LENOVO,,"INTEGRATED, INTEL HD GRAPHICS 400",UNKNOWN,16 GB,,WINDOWS 11 PRO,,838.70
1083,DELL ALIENWARE M18 LAPTOP 18 INCHES,BLACK,"INTEGRATED, NVIDIA GEFORCE RTX 4080",CORE I9,32 GB,1000 GB,WINDOWS 11 HOME,,3098.97
1084,Dell XPS 15 15.6 Inches,Platinum Silver,Dedicated,Core i7 Family,64 GB,2 TB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",2539.99
1085,DELL PRECISION 5000 17 INCHES,TITAN GRAY,RTX A3000,CORE I7, 32 GB,512 GB,WINDOWS 10 PRO,"INFINITYEDGE, ANTI-GLARE SCREEN",2701.64
1086,Dell Latitude 15.6 Inches,Gray,Integrated,Intel Core i5-1135G7,32 GB ,1 TB,Windows 10 Pro,Backlit Keyboard,1499.00
1087,HP HP Omen 15.6 Inches,,Dedicated,Ryzen 7 4800H / 2.9 GHz, 16 GB,,Windows 10 Home,"Anti-glare,Backlit Keyboard/windows",1999.00
1088,DELL Inspiron 16 Inches,Silver,"Integrated, Intel",Intel Core i5,32 GB,1000 GB,Windows 11,,899.99
1089,Dell Precision 3000 14 Inches,,"RTX A500, NVIDIA RTX A500",Core i7,32 GB,512 GB,Windows 11,Anti-glare Screen,2070.75
1090,LENOVO THINKPAD P15 GEN 1 15.6 INCHES,BLACK,"QUADRO RTX 4000 WITH MAX-Q DESIGN, 8GB GDDR6, NVIDIA QUADRO RTX 4000 WITH MAX-Q DESIGN 8GB GDDR6",CORE I9,64 GB ,1 TB,WINDOWS 10 PRO,,3799.00
1091,Dell XPS 9520 Laptop 15.6 Inches,Platinum Silver,"Integrated, NVIDIA GeForce RTX 3050 Ti",Core i7,64 GB,4000 GB,Windows 11 Home,,3116.99
1092,Quality Refurbished Computers E6520 15.6 Inches,,"Integrated, Intel HD Graphics 3000",Core i7-2620QM / 2.7 GHz,8 GB ,1 TB,Windows 7 Professional,,222.88
1093,MSI Summit E14Flip A12MT-016 14 Inches,Ink Black,Integrated,Core i7,16 GB ,1 TB,Windows 10,Pen,1334.95
1094,Dell Alienware X17 R2 Laptop 17.3 Inches,Lunar Light,"Dedicated, NVIDIA GeForce RTX 3080 Ti",Core i9, 32 GB,1000 GB,Windows 11 Pro,,2799.95
1095,Dell Latitude 5320 Laptop 13.3 Inches,Black,Integrated,Core i5,8 GB ,256 GB,Windows 10 Home,Wifi & Bluetooth,739.99
1096,Dell Latitude 7420 14 Inches,,Integrated,Core i5,16 GB ,,Windows 10 Pro,"Anti Glare,Pen",1748.04
1097,MSI Prestige 14 EVO A11M-221 14 Inches,Carbon Gray,"Integrated, Intel Iris Xe Graphics",Core i5,16 GB ,512 GB,Windows 10,,1025.01
1098,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,32 GB ,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,673.09
1099,Dell 5401 14 Inches,Gray,Integrated,Core i5 Family,8 GB,256 GB,Windows 10 Pro,Fingerprint Reader,1499.00
1100,ASUS UX533FD-DH74 15.6 Inches,Royal Blue,Dedicated,Core i7,8 GB ,512 GB,Windows 10 Home,Nanoedge Bezel,1999.00
1101,ASUS ASUS VivoBook 15 15.6 Inches,Slate Grey,Integrated,Ryzen 5 3500U,8 GB ,128 GB,Windows 10 Home,Fingerprint reader,548.00
1102,Dell Dell Inspiron 15 3000 3525 Laptop 15.6 Inches,Carbon Black,Integrated,AMD R Series,32 GB,1 TB,Windows 11,Anti-glare,835.57
1103,ASUS ROG Strix Scar GL703GE 17.3 Inches,Black,"Dedicated, NVIDIA GeForce GTX 1050 Ti",Core i7,16 GB,1000 GB,Windows 10 Home,,1699.00
1104,MSI Summit E16Flip A13VFT-060US 16 Inches,Ink Black,Dedicated,Core i7,32 GB,2 TB,Windows 11 Pro,Pen,2198.99
1105,ASUS ROG Strix G16 16 Inches,Eclipse Gray,Dedicated,Intel Core i9,16 GB,1 TB,Windows 11 Home,Anti Glare Coating,1799.99
1106,Lenovo Lenovo Yoga 720 13.3 Inches,Silver,Unknown,Core i5, 8 GB,,Windows 10 Home,,536.89
1107,acer Latitude 5000 14 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i5 Family, 16 GB,256 GB,Windows 10 Pro,Anti-glare Screen,925.00
1108,Dell Latitude 3540 Laptop 15.6 Inches,Black,Integrated,Core i5, 16 GB,256 GB,Windows 11 Pro,Wifi & Bluetooth,822.99
1109,DELL PRECISION 7750 LAPTOP 17.3 INCHES,SILVER,NVIDIA QUADRO RTX 3000,CORE I7,32 GB ,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1744.99
1110,PANASONIC PANASONIC TOUGHBOOK 12 INCHES,SILVER BLACK,INTEGRATED,INTEL CORE I7,16 GB ,512,WINDOWS 10,PEN,1773.99
1111,DELL INSPIRON I7430 2-IN-1 14 INCHES,PLATINUM SILVER,INTEGRATED,CORE I7 FAMILY,16 GB ,1 TB,WINDOWS 10 PRO,"FINGERPRINT READER, HD AUDIO, BACKLIT KEYBOARD, MEMORY CARD SLOT",1299.00
1112,Dell XPS 13 9320 13.4 Inches,Platinum,Integrated,Core i7,16 GB,2 TB,Windows 11 Pro,"Backlit Kb,Fingerprint",1351.34
1113,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i7,32 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,1764.99
1114,ASUS VIVOBOOK S 14 FLIP OLED 14 INCHES,BLUE,INTEGRATED,RYZEN 7 5800H,16 GB ,1 TB,WINDOWS 11 HOME,"HD AUDIO, FINGERPRINT READER, BACKLIT KEYBOARD, SUPPORT STYLUS",1099.99
1115,Dell Vostro 3510 Laptop 15.6 Inches,Black,Integrated,Core i7,16 GB,512 GB,Windows 11 Home,Wifi & Bluetooth,923.99
1116,HP CHROMEBOOK 11 G9 EE 11.6 INCHES,,"UHD GRAPHICS, INTEL UHD GRAPHICS",CELERON / 2.6 GHZ,4 GB,,CHROME OS,ANTI-GLARE SCREEN,271.99
1117,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7,64 GB,4000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,2629.99
1118,Dell Inspiron 7420 2-in-1 14 Inches,"Grey, Gray, Platinum Silver","Integrated, Intel Integrated Graphics",Core i5,64 GB ,2000 GB,Windows 11 Pro,,1001.11
