AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,FREQUENT_ACCIDENT
40-64,female,20-29y,university,upper class,0.694090774,before 2015,False,True,11000.0,2,0,5,False,Often
65+,male,30y+,university,upper class,0.654988701,after 2015,True,True,10000.0,7,0,6,False,Often
65+,female,30y+,high school,middle class,0.335445982,after 2015,False,True,12000.0,4,1,5,False,Often
16-25,female,0-9y,none,poverty,0.432797701,before 2015,False,False,16000.0,0,0,0,False,Never
26-39,male,0-9y,none,poverty,0.289631653,after 2015,True,True,,0,0,0,True,Never
26-39,female,0-9y,high school,upper class,0.604052573,after 2015,True,True,11000.0,0,0,0,False,Never
40-64,male,20-29y,university,upper class,0.704085651,after 2015,True,True,7000.0,12,0,5,False,Often
65+,female,10-19y,university,upper class,0.658908564,before 2015,True,True,13000.0,0,0,1,False,Rarely
40-64,male,10-19y,high school,upper class,0.584450197,after 2015,True,True,10000.0,1,0,0,False,Never
26-39,male,10-19y,university,middle class,0.408515526,before 2015,False,True,10000.0,1,0,2,True,Rarely
26-39,male,10-19y,university,upper class,0.580344124,before 2015,False,True,,2,0,1,False,Rarely
16-25,female,0-9y,high school,working class,0.503972313,before 2015,False,False,18000.0,0,0,0,True,Never
26-39,female,10-19y,high school,working class,0.343629833,after 2015,False,True,13000.0,0,0,0,False,Never
65+,male,20-29y,university,upper class,0.742957882,after 2015,True,True,14000.0,2,2,3,False,Often
65+,female,30y+,high school,upper class,0.545417084,after 2015,True,True,8000.0,4,0,6,False,Often
26-39,male,10-19y,high school,middle class,0.515748082,after 2015,True,True,11000.0,1,0,2,False,Rarely
26-39,male,10-19y,high school,poverty,0.276746828,before 2015,False,False,15000.0,3,0,0,True,Never
40-64,male,0-9y,none,working class,0.555244663,before 2015,False,True,13000.0,0,0,0,True,Never
26-39,male,10-19y,high school,upper class,0.58796388,before 2015,True,True,12000.0,1,0,5,False,Often
16-25,male,0-9y,high school,poverty,0.343087377,before 2015,False,False,17000.0,0,0,0,True,Never
26-39,female,10-19y,university,upper class,0.52887298,before 2015,False,True,14000.0,0,0,0,False,Never
40-64,male,20-29y,university,upper class,0.694617586,before 2015,True,True,8000.0,5,1,2,False,Rarely
26-39,female,10-19y,high school,upper class,0.795958183,before 2015,True,True,12000.0,1,0,0,False,Never
26-39,male,0-9y,high school,middle class,0.65954767,before 2015,True,True,,0,0,0,False,Never
16-25,female,0-9y,none,poverty,0.401184177,before 2015,False,True,11000.0,0,0,0,False,Never
40-64,male,10-19y,high school,upper class,0.555018213,before 2015,False,True,12000.0,1,1,1,False,Rarely
26-39,male,10-19y,university,middle class,0.67591493,after 2015,False,True,9000.0,3,1,1,False,Rarely
16-25,male,0-9y,university,working class,0.471124316,before 2015,False,True,,0,0,0,True,Never
16-25,male,0-9y,university,working class,0.448213616,before 2015,False,False,13000.0,0,0,0,True,Never
16-25,female,0-9y,high school,working class,0.442568711,before 2015,False,False,16000.0,0,0,0,True,Never
26-39,female,10-19y,university,middle class,0.65150061,before 2015,False,True,11000.0,1,0,0,False,Never
40-64,male,0-9y,high school,middle class,0.490817307,after 2015,True,True,10000.0,0,0,0,False,Never
40-64,male,20-29y,high school,upper class,0.524948463,before 2015,False,False,20000.0,1,0,1,False,Rarely
40-64,female,20-29y,high school,upper class,0.806295737,after 2015,True,True,11000.0,2,0,0,False,Never
65+,female,30y+,high school,working class,,before 2015,False,True,14000.0,6,4,0,False,Never
40-64,female,0-9y,university,upper class,0.541154359,after 2015,True,True,9000.0,0,0,0,False,Never
26-39,female,10-19y,university,upper class,0.647739712,before 2015,False,True,9000.0,1,1,0,True,Never
26-39,female,10-19y,none,poverty,0.376350209,before 2015,True,True,8000.0,1,0,0,False,Never
40-64,female,20-29y,none,poverty,0.305984174,before 2015,True,True,9000.0,3,0,2,False,Rarely
16-25,male,0-9y,university,working class,0.488063398,before 2015,False,True,10000.0,0,0,0,False,Never
65+,male,30y+,university,upper class,0.535833864,before 2015,True,True,9000.0,11,1,4,False,Often
65+,male,30y+,university,upper class,0.516006341,after 2015,True,True,10000.0,7,1,2,False,Rarely
65+,male,20-29y,university,upper class,0.579957325,before 2015,True,True,11000.0,3,1,5,False,Often
65+,male,30y+,university,upper class,0.625467394,after 2015,True,True,9000.0,4,0,2,False,Rarely
26-39,male,0-9y,high school,middle class,,before 2015,False,True,10000.0,0,0,0,True,Never
40-64,female,0-9y,high school,upper class,0.693109674,after 2015,True,True,10000.0,0,0,0,False,Never
65+,female,30y+,university,upper class,0.680530448,after 2015,False,True,14000.0,3,1,1,False,Rarely
65+,male,0-9y,university,upper class,0.73799482,after 2015,True,False,17000.0,0,0,0,False,Never
65+,male,10-19y,high school,upper class,,after 2015,True,True,11000.0,4,0,0,False,Never
65+,male,30y+,high school,upper class,0.548400663,before 2015,True,True,13000.0,5,1,4,False,Often
26-39,female,10-19y,high school,middle class,0.345357238,after 2015,True,False,15000.0,0,0,1,False,Rarely
26-39,male,10-19y,university,middle class,0.502144711,before 2015,False,False,13000.0,4,0,3,True,Often
65+,male,10-19y,university,upper class,0.78406835,before 2015,True,True,8000.0,2,0,2,False,Rarely
26-39,male,10-19y,high school,middle class,0.43188167,before 2015,False,False,15000.0,0,0,1,True,Rarely
40-64,female,20-29y,university,upper class,0.620408689,before 2015,True,True,9000.0,1,0,2,False,Rarely
40-64,male,20-29y,none,middle class,0.45961706,after 2015,True,True,10000.0,3,1,3,False,Often
26-39,female,0-9y,high school,middle class,0.574937095,after 2015,True,True,10000.0,0,0,0,False,Never
40-64,female,20-29y,high school,upper class,0.630339178,after 2015,True,True,5000.0,0,1,1,False,Rarely
65+,male,0-9y,university,upper class,0.800004407,after 2015,True,True,10000.0,0,0,0,False,Never
40-64,male,20-29y,none,working class,,before 2015,True,True,9000.0,0,1,2,False,Rarely
65+,female,30y+,university,upper class,,before 2015,False,False,12000.0,1,0,2,False,Rarely
26-39,male,10-19y,high school,poverty,0.293944271,before 2015,False,False,15000.0,0,0,1,True,Rarely
40-64,female,20-29y,none,middle class,,before 2015,True,True,,2,0,2,False,Rarely
26-39,male,10-19y,none,working class,0.468718342,after 2015,True,False,,1,0,1,False,Rarely
40-64,female,20-29y,high school,middle class,0.424989474,after 2015,True,True,13000.0,4,0,2,False,Rarely
65+,male,30y+,university,upper class,0.567420446,after 2015,True,True,9000.0,5,1,7,False,Often
26-39,male,10-19y,university,middle class,0.607396326,before 2015,True,False,13000.0,1,0,1,True,Rarely
16-25,female,0-9y,university,middle class,0.540616132,before 2015,False,True,12000.0,0,0,0,True,Never
40-64,female,20-29y,university,upper class,0.530762279,before 2015,True,True,7000.0,4,2,1,False,Rarely
26-39,female,10-19y,high school,upper class,0.635084035,before 2015,True,False,17000.0,0,1,0,False,Never
16-25,female,0-9y,high school,middle class,0.499862681,before 2015,False,True,14000.0,0,0,0,False,Never
16-25,female,0-9y,university,working class,0.605370052,before 2015,True,False,11000.0,0,0,0,True,Never
16-25,female,0-9y,high school,poverty,0.169406553,before 2015,False,False,14000.0,0,0,0,True,Never
26-39,male,10-19y,high school,poverty,0.426888913,before 2015,False,True,9000.0,4,0,0,False,Never
40-64,male,10-19y,university,upper class,0.649539915,after 2015,False,False,,1,0,0,False,Never
26-39,male,10-19y,university,upper class,,after 2015,True,True,13000.0,2,1,1,False,Rarely
16-25,male,0-9y,high school,middle class,0.337401159,before 2015,False,False,17000.0,0,0,0,False,Never
40-64,male,20-29y,university,upper class,0.466903554,after 2015,False,True,11000.0,5,3,3,False,Often
65+,male,0-9y,university,upper class,0.681442242,after 2015,True,True,9000.0,0,0,0,False,Never
40-64,female,10-19y,high school,upper class,0.698085096,after 2015,False,True,13000.0,0,0,0,False,Never
40-64,female,20-29y,none,upper class,0.635654978,after 2015,True,False,8000.0,2,0,0,False,Never
65+,female,20-29y,high school,upper class,0.717124715,after 2015,True,True,9000.0,1,1,0,False,Never
26-39,female,10-19y,none,poverty,0.256591275,before 2015,False,False,12000.0,0,0,2,True,Rarely
16-25,female,0-9y,high school,middle class,0.548969509,after 2015,False,True,11000.0,0,0,0,True,Never
65+,male,10-19y,university,upper class,0.716812532,before 2015,True,True,12000.0,0,0,0,False,Never
26-39,male,10-19y,university,middle class,0.541867282,before 2015,True,False,6000.0,3,2,1,False,Rarely
65+,female,30y+,university,upper class,0.652187063,before 2015,True,True,7000.0,5,1,0,False,Never
26-39,male,10-19y,university,middle class,0.53105011,after 2015,False,True,15000.0,2,0,0,False,Never
65+,male,20-29y,high school,upper class,0.513636809,before 2015,True,True,10000.0,5,1,3,False,Often
65+,female,30y+,high school,upper class,,after 2015,True,True,6000.0,3,3,2,False,Rarely
26-39,female,10-19y,high school,upper class,0.679679521,before 2015,True,True,8000.0,1,1,0,False,Never
65+,male,30y+,university,upper class,0.611025805,before 2015,True,True,11000.0,9,2,0,False,Never
16-25,female,0-9y,none,poverty,0.494878343,before 2015,True,True,3000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,0.494500358,after 2015,False,True,12000.0,13,2,3,False,Often
26-39,female,0-9y,none,poverty,0.410695697,before 2015,False,False,16000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,0.49772412,after 2015,True,True,9000.0,1,1,4,False,Often
26-39,female,10-19y,none,working class,0.386260275,before 2015,True,True,10000.0,1,0,2,False,Rarely
26-39,female,10-19y,university,upper class,0.693537002,before 2015,True,True,7000.0,1,0,0,False,Never
16-25,female,0-9y,high school,working class,,before 2015,False,True,14000.0,0,0,0,True,Never
16-25,female,0-9y,none,poverty,0.388239268,before 2015,False,True,,0,0,0,False,Never
40-64,female,20-29y,high school,upper class,0.631235964,after 2015,True,True,10000.0,1,1,2,False,Rarely
40-64,male,0-9y,university,upper class,0.518380567,after 2015,True,False,12000.0,0,0,0,False,Never
26-39,male,10-19y,university,middle class,0.403873867,after 2015,False,True,15000.0,1,0,0,False,Never
40-64,female,20-29y,high school,middle class,0.535042776,before 2015,True,True,,0,0,7,False,Often
16-25,female,0-9y,high school,working class,0.376212853,after 2015,False,False,15000.0,0,0,0,False,Never
65+,male,0-9y,high school,upper class,0.646127466,after 2015,False,True,,0,0,0,True,Never
40-64,female,10-19y,none,poverty,0.320404901,before 2015,False,True,13000.0,1,0,0,False,Never
26-39,male,10-19y,university,upper class,0.474087098,before 2015,False,True,11000.0,2,0,1,True,Rarely
65+,female,30y+,university,upper class,0.519763117,before 2015,True,True,,5,1,0,False,Never
65+,female,20-29y,university,upper class,,before 2015,True,True,,8,0,0,False,Never
40-64,male,20-29y,university,middle class,0.394733086,after 2015,False,True,10000.0,3,1,3,False,Often
65+,female,10-19y,high school,middle class,0.401791817,before 2015,False,True,11000.0,1,0,1,False,Rarely
40-64,male,20-29y,high school,middle class,0.596363521,before 2015,False,True,17000.0,0,0,5,False,Often
65+,male,0-9y,university,upper class,,before 2015,False,True,11000.0,0,0,0,True,Never
26-39,female,10-19y,none,poverty,0.289299951,before 2015,False,True,12000.0,2,1,1,False,Rarely
26-39,male,10-19y,high school,working class,0.447709013,after 2015,False,True,,0,1,1,False,Rarely
26-39,female,10-19y,none,working class,0.62863315,before 2015,True,True,9000.0,0,1,2,True,Rarely
26-39,male,10-19y,high school,upper class,0.549204268,after 2015,False,True,14000.0,0,0,3,False,Often
26-39,female,10-19y,none,middle class,0.491286871,after 2015,True,True,8000.0,4,0,1,False,Rarely
26-39,male,10-19y,none,middle class,0.504246929,before 2015,False,True,13000.0,0,0,1,False,Rarely
26-39,male,0-9y,high school,poverty,0.349790091,before 2015,False,True,10000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,0.646019746,after 2015,True,True,10000.0,6,1,9,False,Often
16-25,female,0-9y,none,poverty,0.444005462,before 2015,True,False,16000.0,0,0,0,True,Never
40-64,female,20-29y,high school,middle class,,before 2015,False,True,11000.0,6,0,2,False,Rarely
26-39,male,10-19y,university,middle class,0.428984582,after 2015,True,True,8000.0,1,3,1,False,Rarely
40-64,female,20-29y,high school,working class,0.634627506,before 2015,True,True,10000.0,3,0,2,False,Rarely
26-39,female,10-19y,high school,upper class,0.469489286,before 2015,False,False,14000.0,0,0,0,False,Never
26-39,male,10-19y,university,upper class,,after 2015,False,False,12000.0,1,0,1,False,Rarely
16-25,male,0-9y,university,middle class,0.478285072,before 2015,True,False,15000.0,0,0,0,False,Never
16-25,male,0-9y,university,middle class,0.43508499,before 2015,True,True,9000.0,0,0,0,True,Never
26-39,female,10-19y,high school,upper class,0.62346404,before 2015,True,True,7000.0,1,0,2,False,Rarely
26-39,female,10-19y,high school,middle class,0.463781538,before 2015,False,True,12000.0,0,0,2,False,Rarely
26-39,female,10-19y,none,middle class,0.633121878,before 2015,False,False,15000.0,1,0,0,True,Never
40-64,female,10-19y,university,upper class,0.629118369,after 2015,False,True,15000.0,0,0,0,True,Never
40-64,male,20-29y,high school,poverty,0.207432546,before 2015,False,False,16000.0,2,1,0,False,Never
26-39,female,0-9y,university,upper class,,before 2015,True,True,,0,0,0,False,Never
26-39,female,10-19y,high school,middle class,,before 2015,False,True,11000.0,1,0,2,False,Rarely
65+,female,30y+,high school,upper class,0.784918224,before 2015,False,False,18000.0,0,0,2,False,Rarely
40-64,male,20-29y,none,middle class,0.36374369,before 2015,True,True,11000.0,4,1,3,False,Often
65+,female,0-9y,university,upper class,0.778362762,before 2015,True,True,9000.0,0,0,0,True,Never
16-25,male,0-9y,high school,middle class,0.56929906,before 2015,False,True,16000.0,0,0,0,False,Never
26-39,female,10-19y,none,working class,0.686794998,before 2015,False,True,13000.0,0,0,0,False,Never
65+,female,30y+,high school,upper class,0.649728681,before 2015,True,True,9000.0,3,0,3,False,Often
26-39,male,10-19y,none,working class,0.387063436,before 2015,False,False,14000.0,0,0,1,False,Rarely
16-25,female,0-9y,high school,working class,0.414584739,after 2015,False,False,12000.0,0,0,0,True,Never
40-64,male,20-29y,high school,upper class,0.609791343,after 2015,True,True,12000.0,3,0,2,False,Rarely
16-25,male,0-9y,none,poverty,0.309790447,before 2015,False,False,10000.0,0,0,0,True,Never
26-39,male,10-19y,university,upper class,0.595437178,after 2015,False,True,9000.0,3,1,2,False,Rarely
65+,female,0-9y,university,upper class,0.534248147,before 2015,True,True,10000.0,0,0,0,False,Never
40-64,male,20-29y,university,upper class,0.545855471,before 2015,True,True,,12,2,0,False,Never
65+,female,20-29y,high school,upper class,0.717278365,after 2015,True,False,13000.0,2,0,0,False,Never
26-39,female,10-19y,university,upper class,0.645399226,after 2015,True,True,10000.0,1,0,1,False,Rarely
40-64,female,10-19y,high school,upper class,0.738397964,after 2015,False,True,11000.0,1,0,2,False,Rarely
26-39,male,10-19y,high school,working class,0.475527688,after 2015,False,False,17000.0,0,0,1,False,Rarely
26-39,female,10-19y,high school,middle class,0.605075623,before 2015,True,False,,3,0,2,False,Rarely
26-39,female,0-9y,high school,working class,0.316954986,before 2015,True,True,5000.0,0,0,0,True,Never
16-25,female,0-9y,high school,poverty,,before 2015,False,False,14000.0,0,0,0,False,Never
40-64,female,0-9y,high school,upper class,0.753201898,after 2015,True,True,,0,0,0,False,Never
65+,female,10-19y,university,upper class,,after 2015,True,True,,0,0,2,False,Rarely
40-64,male,10-19y,university,upper class,0.581129683,after 2015,True,True,9000.0,5,0,1,False,Rarely
16-25,female,0-9y,high school,poverty,0.596151152,before 2015,False,False,11000.0,0,0,0,True,Never
40-64,female,10-19y,university,upper class,0.61615646,after 2015,True,True,8000.0,1,0,0,False,Never
26-39,female,0-9y,university,middle class,0.357055975,before 2015,True,True,9000.0,0,0,0,False,Never
16-25,female,0-9y,high school,working class,0.496045832,before 2015,False,False,16000.0,0,0,0,True,Never
65+,male,30y+,university,upper class,,before 2015,False,True,,5,2,2,False,Rarely
26-39,male,10-19y,university,middle class,0.455952583,after 2015,True,False,13000.0,1,1,1,True,Rarely
16-25,male,0-9y,high school,poverty,0.37185298,before 2015,True,False,11000.0,0,0,0,True,Never
65+,female,30y+,university,upper class,0.708114388,after 2015,True,True,9000.0,2,0,1,False,Rarely
65+,male,30y+,university,upper class,0.718067956,before 2015,True,True,12000.0,4,1,5,False,Often
